CustomerID,Country,Total_revenue,Orders
12703,"Germany",1193.60,88
12704,"Finland",9804.48,376
12705,"Germany",29088.20,1428
12707,"France",2484.48,136
12708,"Germany",11951.96,696
12709,"Germany",40362.04,884
12710,"Germany",4916.88,332
12712,"Germany",18458.85,561
12713,"Germany",4181.36,184
12714,"France",20911.84,1136
12715,"Sweden",1456.24,88
12716,"France",4467.24,288
12717,"Greece",4302.96,236
12718,"France",1022.60,80
12719,"France",2729.40,168
12720,"Germany",26052.12,1604
12721,"France",11773.48,720
12722,"France",4634.68,240
12723,"France",3268.08,304
12724,"France",5186.84,264
12725,"Italy",2139.00,120
12726,"France",10576.80,504
12727,"France",16545.68,572
12728,"France",3585.32,196
12729,"France",1944.84,112
12731,"France",77044.76,1148
12732,"France",1264.72,60
12733,"USA",1714.00,100
12734,"France",441.60,16
12735,"France",3279.48,180
12736,"France",936.00,16
12738,"Germany",993.25,75
12739,"United Arab Emirates",4416.96,172
12740,"France",1843.20,116
12743,"Unspecified",2325.16,560
12744,"Singapore",90582.20,1020
12747,"United Kingdom",17725.56,460
12748,"United Kingdom",148448.84,20024
12749,"United Kingdom",19364.08,940
12750,"Poland",1386.72,76
12752,"Norway",22520.72,240
12753,"Japan",95465.72,872
12754,"Japan",12062.04,268
12755,"Japan",15247.80,16
12756,"Japan",448.32,16
12757,"Portugal",36268.12,1756
12758,"Portugal",13548.76,448
12759,"Netherlands",6984.56,428
12762,"Portugal",8215.68,304
12763,"Japan",1976.32,72
12764,"Lebanon",6876.32,184
12766,"Portugal",30436.12,1360
12769,"Brazil",4574.40,128
12770,"Japan",5735.80,52
12772,"Portugal",3818.68,236
12775,"Netherlands",6497.44,308
12778,"Netherlands",3479.72,212
12779,"Poland",17208.72,637
12781,"Czech Republic",3466.32,104
12782,"Portugal",10199.44,456
12783,"Portugal",9569.96,372
12784,"Portugal",2937.28,284
12785,"Portugal",1525.60,72
12787,"Netherlands",2021.04,88
12789,"Netherlands",367.40,16
12790,"Netherlands",1299.68,84
12791,"Netherlands",963.00,10
12792,"Portugal",1681.36,104
12793,"Portugal",2792.22,116
12794,"Portugal",3682.84,188
12795,"Portugal",1721.92,56
12797,"Portugal",1016.12,52
12798,"Japan",27908.16,32
12802,"Netherlands",1850.72,108
12808,"Portugal",2067.40,120
12809,"Portugal",2146.84,112
12811,"Portugal",2203.40,132
12812,"Japan",918.56,60
12814,"Poland",503.68,8
12815,"Poland",4493.84,200
12816,"Poland",2356.60,120
12817,"Austria",664.16,16
12818,"Austria",7657.92,68
12820,"United Kingdom",4784.64,292
12821,"United Kingdom",491.36,32
12822,"United Kingdom",4054.32,200
12823,"United Kingdom",7038.00,20
12824,"United Kingdom",1877.60,120
12826,"United Kingdom",6730.08,408
12827,"United Kingdom",1720.60,100
12828,"United Kingdom",4209.24,232
12829,"United Kingdom",1172.00,44
12830,"United Kingdom",29522.24,164
12831,"United Kingdom",860.20,36
12832,"United Kingdom",1836.72,128
12833,"United Kingdom",1729.52,100
12834,"United Kingdom",1350.32,76
12836,"United Kingdom",12121.84,780
12837,"United Kingdom",627.20,56
12838,"United Kingdom",3579.21,620
12839,"United Kingdom",25755.88,1424
12840,"United Kingdom",12293.48,504
12841,"United Kingdom",17736.38,1863
12842,"United Kingdom",5923.88,176
12843,"United Kingdom",7542.28,452
12844,"United Kingdom",1506.96,232
12845,"United Kingdom",1428.16,112
12847,"United Kingdom",3721.48,384
12849,"United Kingdom",4864.96,224
12851,"United Kingdom",810.00,256
12852,"United Kingdom",1386.60,76
12853,"United Kingdom",8383.20,340
12854,"United Kingdom",5662.00,472
12855,"United Kingdom",241.50,20
12856,"United Kingdom",9570.84,1400
12857,"United Kingdom",4567.20,192
12863,"United Kingdom",2372.80,24
12864,"United Kingdom",588.48,12
12865,"Austria",7948.92,452
12866,"Belgium",2336.08,108
12867,"United Kingdom",19899.04,2516
12868,"United Kingdom",7067.62,472
12871,"United Kingdom",2703.36,64
12872,"United Kingdom",2767.88,292
12873,"United Kingdom",1496.00,16
12875,"United Kingdom",1372.92,8
12876,"Belgium",9175.68,360
12877,"United Kingdom",7578.60,696
12878,"United Kingdom",3675.16,204
12879,"United Kingdom",2292.88,40
12881,"United Kingdom",1192.00,28
12882,"United Kingdom",6209.76,56
12883,"United Kingdom",3938.12,228
12884,"United Kingdom",1236.20,28
12885,"United Kingdom",5623.68,328
12886,"United Kingdom",6016.80,364
12888,"United Kingdom",1416.48,20
12890,"United Kingdom",1999.24,400
12891,"United Kingdom",1324.00,12
12893,"United Kingdom",824.76,152
12895,"United Kingdom",1491.20,88
12897,"United Kingdom",984.80,20
12901,"United Kingdom",76186.16,468
12902,"United Kingdom",622.52,44
12904,"United Kingdom",2132.80,312
12906,"United Kingdom",14586.92,308
12908,"United Kingdom",3000.00,8
12909,"United Kingdom",9761.88,428
12910,"United Kingdom",14254.96,340
12912,"United Kingdom",7114.80,104
12913,"United Kingdom",11708.60,232
12915,"United Kingdom",1654.25,101
12916,"United Kingdom",15879.00,528
12917,"United Kingdom",2376.00,8
12919,"United Kingdom",5715.24,224
12920,"United Kingdom",747.32,144
12921,"United Kingdom",88092.60,3545
12922,"United Kingdom",1621.52,112
12923,"United Kingdom",807.48,132
12924,"United Kingdom",5064.64,144
12925,"United Kingdom",3233.96,212
12928,"United Kingdom",9603.20,404
12929,"United Kingdom",512.20,36
12930,"United Kingdom",1729.60,104
12931,"United Kingdom",202935.04,404
12933,"United Kingdom",2627.92,460
12935,"United Kingdom",9466.00,568
12936,"United Kingdom",4388.40,256
12937,"United Kingdom",7218.88,532
12938,"United Kingdom",527.36,40
12939,"United Kingdom",55769.76,228
12940,"United Kingdom",3971.96,432
12942,"United Kingdom",3147.16,364
12944,"United Kingdom",2698.04,136
12945,"United Kingdom",2081.80,104
12947,"United Kingdom",7395.60,437
12948,"United Kingdom",9329.00,520
12949,"United Kingdom",18819.08,972
12950,"United Kingdom",7372.00,92
12951,"United Kingdom",4807.24,284
12952,"United Kingdom",6058.36,340
12953,"United Kingdom",1620.60,80
12955,"United Kingdom",19584.64,736
12956,"United Kingdom",511.88,84
12957,"United Kingdom",18582.36,1072
12962,"United Kingdom",1105.56,68
12963,"United Kingdom",8568.32,440
12965,"United Kingdom",3470.04,484
12966,"United Kingdom",640.72,40
12967,"United Kingdom",9182.00,107
12968,"United Kingdom",543.80,20
12970,"United Kingdom",2016.48,652
12971,"United Kingdom",46417.80,1285
12974,"United Kingdom",579.20,32
12976,"United Kingdom",3666.40,96
12977,"United Kingdom",156.96,36
12980,"United Kingdom",33404.88,96
12981,"United Kingdom",2707.60,128
12982,"United Kingdom",1802.16,128
12984,"United Kingdom",548.40,24
12985,"United Kingdom",5097.68,316
12987,"United Kingdom",2509.40,124
12988,"United Kingdom",2251.88,384
12989,"United Kingdom",29025.44,288
12990,"United Kingdom",1721.20,56
12991,"United Kingdom",3143.44,172
12993,"United Kingdom",1857.84,120
12994,"United Kingdom",4008.08,252
12995,"United Kingdom",845.28,12
12997,"United Kingdom",5935.00,276
12999,"United Kingdom",1823.52,112
13000,"United Kingdom",2667.40,148
13001,"United Kingdom",41263.24,1440
13002,"United Kingdom",642.60,40
13003,"United Kingdom",1016.20,36
13004,"United Kingdom",25739.28,1824
13005,"United Kingdom",2354.80,108
13006,"United Kingdom",326.28,16
13008,"United Kingdom",1117.08,68
13011,"United Kingdom",252.75,15
13012,"United Kingdom",7642.36,404
13013,"United Kingdom",22043.98,1026
13014,"United Kingdom",14167.52,452
13015,"United Kingdom",15817.40,828
13016,"United Kingdom",3754.64,220
13017,"United Kingdom",816.00,4
13018,"United Kingdom",32567.12,2048
13021,"United Kingdom",11000.32,556
13023,"United Kingdom",2759.60,160
13026,"United Kingdom",3937.92,164
13027,"United Kingdom",27648.00,104
13028,"United Kingdom",2877.28,196
13029,"United Kingdom",4990.00,40
13030,"United Kingdom",3738.12,456
13032,"United Kingdom",4662.72,332
13033,"United Kingdom",762.20,44
13034,"United Kingdom",2790.44,160
13035,"United Kingdom",3687.52,108
13037,"United Kingdom",4616.28,244
13038,"United Kingdom",3790.24,120
13040,"United Kingdom",3066.76,192
13043,"United Kingdom",2443.12,60
13044,"United Kingdom",2450.44,152
13045,"United Kingdom",1914.40,104
13046,"United Kingdom",2643.24,148
13047,"United Kingdom",15611.67,837
13048,"United Kingdom",8039.64,592
13049,"United Kingdom",3011.92,60
13050,"United Kingdom",24458.72,1712
13052,"United Kingdom",2000.48,92
13055,"United Kingdom",6576.16,408
13058,"United Kingdom",1224.60,44
13059,"United Kingdom",757.20,36
13060,"United Kingdom",1371.72,64
13061,"United Kingdom",1639.44,64
13062,"United Kingdom",2203.92,52
13064,"United Kingdom",5193.16,296
13065,"United Kingdom",1282.30,90
13066,"United Kingdom",2369.60,244
13067,"United Kingdom",524.04,68
13068,"United Kingdom",1376.00,8
13069,"United Kingdom",19158.01,1848
13070,"United Kingdom",915.20,36
13072,"United Kingdom",708.60,28
13075,"United Kingdom",4473.64,104
13077,"United Kingdom",3032.48,464
13078,"United Kingdom",56867.36,1504
13079,"United Kingdom",880.40,24
13080,"United Kingdom",232.32,24
13081,"United Kingdom",130715.80,4536
13082,"United Kingdom",16357.76,348
13083,"United Kingdom",1282.80,76
13085,"United Kingdom",1664.32,88
13089,"United Kingdom",267677.80,8346
13090,"United Kingdom",36879.48,688
13091,"United Kingdom",1383.28,84
13092,"United Kingdom",1911.32,100
13093,"United Kingdom",37664.68,742
13094,"United Kingdom",10881.60,140
13095,"United Kingdom",335.04,28
13097,"United Kingdom",26172.88,1848
13098,"United Kingdom",144854.40,2868
13099,"United Kingdom",829.44,4
13101,"United Kingdom",452.16,36
13102,"United Kingdom",30357.56,1408
13103,"United Kingdom",1114.96,40
13104,"United Kingdom",5250.72,116
13106,"United Kingdom",306.00,4
13107,"United Kingdom",6527.28,244
13108,"United Kingdom",1750.30,50
13109,"United Kingdom",3665.76,220
13110,"United Kingdom",7669.64,672
13113,"United Kingdom",51602.56,860
13115,"United Kingdom",10622.72,556
13116,"United Kingdom",2615.36,152
13117,"United Kingdom",4328.96,335
13118,"United Kingdom",5365.40,356
13120,"United Kingdom",122.40,4
13121,"United Kingdom",1185.92,208
13122,"United Kingdom",4025.08,244
13124,"United Kingdom",17835.44,1064
13126,"United Kingdom",9393.64,616
13127,"United Kingdom",1196.88,68
13130,"United Kingdom",256.00,8
13131,"United Kingdom",4598.00,196
13132,"United Kingdom",309.20,12
13133,"United Kingdom",439.20,28
13134,"United Kingdom",7814.72,424
13135,"United Kingdom",24768.00,8
13136,"United Kingdom",13961.24,656
13137,"United Kingdom",17085.40,3280
13138,"United Kingdom",4479.59,290
13139,"United Kingdom",21877.16,748
13140,"United Kingdom",1851.88,204
13141,"United Kingdom",10702.92,592
13142,"United Kingdom",1228.36,92
13144,"United Kingdom",443.80,12
13145,"United Kingdom",2769.08,25
13146,"United Kingdom",915.64,68
13147,"United Kingdom",2851.20,16
13148,"United Kingdom",16541.36,1408
13149,"United Kingdom",7103.12,364
13151,"United Kingdom",5408.68,320
13153,"United Kingdom",1944.88,60
13155,"United Kingdom",4142.24,364
13157,"United Kingdom",8165.12,404
13158,"United Kingdom",5844.72,368
13159,"United Kingdom",6658.96,540
13160,"United Kingdom",531.60,24
13161,"United Kingdom",545.40,36
13162,"United Kingdom",7577.56,344
13165,"United Kingdom",4085.92,168
13166,"United Kingdom",1867.60,176
13167,"United Kingdom",3868.48,300
13168,"United Kingdom",6917.36,628
13169,"United Kingdom",3249.92,64
13170,"United Kingdom",464.04,128
13171,"United Kingdom",2019.64,196
13173,"United Kingdom",1670.40,192
13174,"United Kingdom",12108.96,1328
13176,"United Kingdom",2200.80,328
13177,"United Kingdom",1446.60,84
13178,"United Kingdom",28556.28,1284
13182,"United Kingdom",526.72,48
13183,"United Kingdom",18871.48,416
13184,"United Kingdom",7354.96,792
13185,"United Kingdom",571.20,8
13186,"United Kingdom",6944.36,344
13187,"United Kingdom",1007.68,152
13188,"United Kingdom",856.80,12
13189,"United Kingdom",1042.72,116
13192,"United Kingdom",4292.76,292
13193,"United Kingdom",542.92,140
13194,"United Kingdom",242.80,12
13196,"United Kingdom",8411.12,516
13198,"United Kingdom",14436.16,956
13199,"United Kingdom",47261.44,572
13200,"United Kingdom",4038.04,208
13203,"United Kingdom",4076.96,260
13207,"United Kingdom",1001.04,32
13208,"United Kingdom",5516.24,656
13209,"United Kingdom",28565.28,1508
13210,"United Kingdom",1473.92,92
13211,"United Kingdom",5217.48,252
13212,"United Kingdom",3662.08,656
13213,"United Kingdom",6697.68,384
13216,"United Kingdom",1334.96,20
13217,"United Kingdom",3300.16,24
13218,"United Kingdom",250.56,20
13220,"United Kingdom",3791.96,100
13221,"United Kingdom",3954.44,292
13223,"United Kingdom",652.80,20
13224,"United Kingdom",9737.56,492
13225,"United Kingdom",29426.56,152
13226,"United Kingdom",432.84,64
13227,"United Kingdom",1030.80,36
13228,"United Kingdom",1432.00,8
13229,"United Kingdom",703.80,44
13230,"United Kingdom",12040.76,2620
13232,"United Kingdom",6209.76,920
13233,"United Kingdom",2660.48,180
13235,"United Kingdom",5612.56,304
13236,"United Kingdom",3706.80,180
13238,"United Kingdom",3218.92,144
13239,"United Kingdom",1449.04,92
13240,"United Kingdom",2855.40,292
13242,"United Kingdom",1248.00,60
13243,"United Kingdom",2917.08,264
13244,"United Kingdom",549.16,120
13245,"United Kingdom",2226.00,84
13246,"United Kingdom",8294.72,608
13247,"United Kingdom",2110.08,104
13248,"United Kingdom",1862.72,104
13249,"United Kingdom",4149.68,112
13253,"United Kingdom",5043.20,152
13255,"United Kingdom",2022.94,62
13258,"United Kingdom",3387.48,172
13259,"United Kingdom",1310.68,384
13260,"United Kingdom",2230.48,32
13261,"United Kingdom",3776.40,36
13262,"United Kingdom",801.16,44
13263,"United Kingdom",33978.52,7504
13265,"United Kingdom",9419.76,392
13266,"United Kingdom",18148.48,884
13267,"United Kingdom",20678.88,976
13268,"United Kingdom",13929.28,1908
13269,"United Kingdom",25339.03,1480
13270,"United Kingdom",2360.00,4
13271,"United Kingdom",928.32,400
13272,"United Kingdom",1177.04,64
13273,"United Kingdom",775.04,76
13276,"United Kingdom",3090.92,160
13277,"United Kingdom",1033.60,32
13278,"United Kingdom",2626.92,208
13279,"United Kingdom",551.00,36
13280,"United Kingdom",3684.24,368
13282,"United Kingdom",4767.76,152
13283,"United Kingdom",374.64,28
13284,"United Kingdom",950.36,64
13285,"United Kingdom",12994.68,892
13291,"United Kingdom",1776.08,204
13292,"United Kingdom",2315.76,124
13294,"United Kingdom",3649.76,228
13295,"United Kingdom",804.80,40
13296,"United Kingdom",349.60,20
13297,"United Kingdom",11131.00,332
13298,"United Kingdom",1440.00,8
13299,"United Kingdom",570.00,20
13300,"United Kingdom",1987.56,104
13301,"United Kingdom",3196.84,380
13302,"United Kingdom",255.00,4
13304,"United Kingdom",1201.68,84
13305,"United Kingdom",8199.64,333
13307,"United Kingdom",60.00,4
13308,"United Kingdom",6664.36,240
13309,"United Kingdom",6520.96,464
13310,"United Kingdom",5038.72,324
13311,"United Kingdom",2762.12,112
13313,"United Kingdom",7862.88,388
13314,"United Kingdom",3179.76,256
13316,"United Kingdom",23998.12,356
13317,"United Kingdom",11159.32,612
13318,"United Kingdom",2882.40,104
13319,"United Kingdom",53211.36,2392
13320,"United Kingdom",7317.60,496
13321,"United Kingdom",2656.32,52
13322,"United Kingdom",797.92,100
13323,"United Kingdom",3151.40,84
13324,"United Kingdom",28487.80,300
13325,"United Kingdom",3365.20,56
13327,"United Kingdom",18303.88,528
13328,"United Kingdom",5855.52,76
13329,"United Kingdom",4255.20,96
13330,"United Kingdom",5214.12,232
13332,"United Kingdom",1403.60,84
13334,"United Kingdom",16006.04,1196
13336,"United Kingdom",4126.08,260
13338,"United Kingdom",2092.68,84
13339,"United Kingdom",3689.48,232
13340,"United Kingdom",50774.00,664
13341,"United Kingdom",3391.40,188
13343,"United Kingdom",1624.92,88
13344,"United Kingdom",10890.40,516
13345,"United Kingdom",1558.00,80
13347,"United Kingdom",1903.04,44
13348,"United Kingdom",1092.24,68
13349,"United Kingdom",1103.04,72
13350,"United Kingdom",4070.68,168
13351,"United Kingdom",2151.56,92
13352,"United Kingdom",1731.12,104
13354,"United Kingdom",3488.04,228
13355,"United Kingdom",3879.20,156
13356,"United Kingdom",4066.04,224
13357,"United Kingdom",2571.20,380
13358,"United Kingdom",1827.72,120
13359,"United Kingdom",1898.64,100
13362,"United Kingdom",13011.76,696
13363,"United Kingdom",4063.60,248
13364,"United Kingdom",739.04,56
13365,"United Kingdom",9921.48,568
13366,"United Kingdom",224.64,4
13368,"United Kingdom",2553.60,120
13369,"United Kingdom",1374.72,60
13370,"United Kingdom",3900.35,200
13372,"United Kingdom",1555.36,96
13373,"United Kingdom",15908.28,756
13375,"United Kingdom",3793.40,184
13376,"United Kingdom",4572.64,232
13379,"United Kingdom",2458.84,412
13381,"United Kingdom",15933.64,756
13382,"United Kingdom",962.76,64
13384,"United Kingdom",18933.68,708
13385,"United Kingdom",2229.24,148
13388,"United Kingdom",3082.80,152
13389,"United Kingdom",3261.44,208
13390,"United Kingdom",2248.32,56
13391,"United Kingdom",239.20,4
13394,"United Kingdom",10605.12,660
13395,"United Kingdom",1418.48,92
13396,"United Kingdom",5841.88,188
13397,"United Kingdom",7134.76,168
13398,"United Kingdom",2022.56,112
13402,"United Kingdom",3164.60,186
13403,"United Kingdom",480.00,16
13404,"United Kingdom",1069.96,48
13405,"United Kingdom",2289.80,104
13408,"United Kingdom",137206.72,2261
13410,"United Kingdom",4410.64,120
13411,"United Kingdom",1070.80,84
13414,"United Kingdom",5912.40,108
13416,"United Kingdom",2850.00,76
13417,"United Kingdom",2792.52,124
13418,"United Kingdom",30473.86,1477
13419,"United Kingdom",1027.04,72
13420,"United Kingdom",681.40,36
13421,"United Kingdom",8949.12,456
13422,"United Kingdom",12654.88,612
13425,"United Kingdom",7501.24,364
13426,"United Kingdom",16808.44,684
13427,"United Kingdom",2436.00,124
13428,"United Kingdom",959.00,328
13429,"United Kingdom",4102.08,272
13430,"United Kingdom",3236.20,220
13431,"United Kingdom",7170.72,256
13434,"United Kingdom",2460.96,52
13435,"United Kingdom",21549.36,504
13436,"United Kingdom",976.92,60
13437,"United Kingdom",15102.52,736
13439,"United Kingdom",1185.60,228
13441,"United Kingdom",1252.96,56
13447,"United Kingdom",5612.24,284
13448,"United Kingdom",15806.04,892
13449,"United Kingdom",1258.48,84
13450,"United Kingdom",8174.88,284
13451,"United Kingdom",13753.88,2000
13452,"United Kingdom",2360.00,8
13453,"United Kingdom",1547.92,72
13455,"United Kingdom",4850.36,204
13456,"United Kingdom",8413.24,280
13458,"United Kingdom",45506.44,1768
13460,"United Kingdom",817.76,76
13461,"United Kingdom",6279.20,124
13462,"United Kingdom",764.40,44
13464,"United Kingdom",3000.52,180
13466,"United Kingdom",1375.60,76
13467,"United Kingdom",4639.92,424
13468,"United Kingdom",27447.17,1421
13470,"United Kingdom",792.00,48
13471,"United Kingdom",11216.92,1140
13473,"United Kingdom",1690.56,84
13474,"United Kingdom",952.56,268
